Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000143702,centrosomal protein 170(CEP170),CEP170,,Required for anchoring the subdistal appendages (SDA) complex in the centrifuge to the cytoplasmic microtubule network. It is an FHDC1 buinding protein to keep this connection (PMID: 29742020). Recruits microtubule-depolymerizing factor KIF2A to disassemble cilium (PMID: 31197141).,"PMID: 29742020, PMID: 31197141",Subdistal appendages of centrioles.,x,,,,
ENSG00000174007,centrosomal protein 19(CEP19),CEP19,615586,"Recruitment of ciliary vesicles to the centrioles during early ciliogenesis, which suggest it is a regulator for membrane trafficking pathways . CEP19 recruits and associates with RABL2 to the basal body, promoting cilia assembly via its interactions with the FT-B complex (PMID: 28659385). CEP19-RABL2B complex plays a critical role as a regulator to initiate intraflagellar transport (PMID: 28625565, PMID: 28428259).","PMID: 28659385, PMID: 28625565, PMID: 28428259",Basal body: subdistal appendages of mother centriole.,x,,,,x
ENSG00000126001,centrosomal protein 250(CEP250),CEP250,609689,"Interact with proteins implicated in rhodopsin trafficking (NEK2 and NINL). Rrecruitment of several proteins to centriole proximal ends, including Girdin (Girders of actin filaments) and proteins that associate with the distal region of the mother centriole (NEK2, ninein, CEP170, p150glued and KIF2A) (PMID: 30421101). C-NAP1 anchores rootletin filaments that hold","PMID: 30421101, PMID: 28005958, PMID: 28100636",Proximal end of centrioles.,x,,x,,x
ENSG00000198707,centrosomal protein 290(CEP290),CEP290,610142,"Assembly and stabilisation of the primary cilium as well as centrosomal function (PMID: 30478281, PMID: 22563985). Interacts with a centriolar satellite protein PCM-1 and is implicated in molecular pathways related to BBS4 function. CEP250 binds PCM- 1 and are involved in ciliary targeting of Rab8 required to promote ciliogenesis. Interacts with components of both dynein and kinesin motor machineries (PMID: 18772192). Regulation of intracellular protein trafficking by association with microtubule-based transport protein RPGR (PMID: 16632484). CEP250 plays an important role in the formation and stabilisation of the primary cilium as well as centrosomal function, stabilises the linkage of axoneme microtubules to the ciliary membrane to maintain the integrity of the ciliary diffusion barrier. CEP290 is critical for positioning the molecular components that are necessary for correct processing of Shh signalling in the primary cilium (PMID: 30478281)","PMID: 30478281, PMID: 18772192, PMID: 16632484, PMID: 30478281, PMID: 22563985.",Centriolar satellites. Centrosome and basal body. Y-link junctions of the ciliary transition zone,x,,x,,x
ENSG00000106477,centrosomal protein 41(CEP41),CEP41,610523,"Regulation of tubulin glutamyl posttranslational modifications by mediating ciliary transport of TTLL6 between the basal body and cilium, therefore, it is also required for localising TTLL6 to the cilium. CEP41 is also involved in ciliary structural formation and motility through glutamylation and its loss of CEP41 has been identified as a cause of Joubert syndrome (PMID: 22246503). CEP41 regulates cilia disassembly and angiogenesis through AURKA activation by modulating axonemal tubulin glutamylation (PMID: 31885126)","PMID: 22246503, PMID: 31885126","Basal body, centriole.",x,,x,,x
ENSG00000112877,centrosomal protein 72(CEP72),CEP72,,"Regulation of the centrosomal localisation of γ-tubulin complex components, CG- NAP, and Kiz. Cep72 provides centrosomal microtubule-nucleation activity and has critical roles in spindle-pole formation, which is needed for proper tension generation between sister chromatids during mitosis (PMID: 19536135). Recruitment of Cep290 to centriolar satellites by interaction with PCM1. Regulates ciliary recruitment and relocalisation of BBS4 from centriolar satellites to primary cilia during ciliogenesis, which affects assembly and recruitment of the BBSome (PMID: 22767577).","PMID: 19536135, PMID: 22767577",Centriolar satellites.,x,,x,,x
ENSG00000173588,centrosomal protein 83(CEP83),CEP83,615847,"Recruitment of distal appendages proteins like SCLT1 and CEP89 (PMID: 23348840). CEP83 phosphorylation mediated by TTBK2, regulates docking of membrane vesicles to mother centrioles, promoting CP110 removal and cilia initiation. Mutation have been associated with infantile nephronophthisis (PMID: 31455668).","PMID: 23348840, PMID: 31455668,",Centrioles (distal ends),x,,x,,x
ENSG00000121289,centrosomal protein 89(CEP89),CEP89,,"Also calles CEP13 and CCDC123. Assembly of primary cilium and membrane docking (PMID: 23348840). It interacts with the centriolar satellite proteins PCM-1 and OFD1 for cilia formation, and with Cep290 for the recruitment of membranes to the centrosome. CEP123 is required for the formation of a ciliary vesicle at the distal end of the mother centriole during primary ciliogenesis (PMID: 23789104)","PMID: 23348840, PMID: 23789104.","Distal appendages of mother centriole, centriolar satellite.",x,,x,,x
ENSG00000147400,centrin 2(CETN2),CETN2,,"Synthesis and accumulation of CETN2 is required for centriole duplication (PMID: 12176356). Regulation of primary ciliogenesis through controlling CP110 levels and localisation (PMID: 25753040). Stabilisation of connecting cilium axoneme structure. CETN2 is required for photoreceptor survival by regulating SPATA7 CC localization, distal connecting cilium/axoneme microtubule stability, and outer segment disc orientation (PMID: 30647131)","PMID: 12176356, PMID: 25753040, PMID: 30647131",Centrioles,x,,,,x
ENSG00000153140,centrin 3(CETN3),CETN3,,"CETN3 is also required for photoreceptor survival by regulating SPATA7 CC localization, distal connecting cilium/axoneme microtubule stability, and outer segment disc orientation (PMID: 30647131). CETN3 restrains centriole assembly by inhibiting Mps1 kinase activity at centrosomes and phosphorylation of both the specific substrate CETN2 (PMID: 26354417)","PMID: 30647131, PMID: 26354417.","Centrioles, pericentriolar regions.",x,,,,x
ENSG00000188931,cilia and flagella associated protein 126(CFAP126),CFAP126,,Also called Flattop.Required cilia formation. Regulator for BB docking and positioning in mono- and multiciliated cell types that acquire planar cell polarity. Fltp interacts with Dlg3 to surround the basal body and anchor this organelle asymmetrically to the apical cortex (PMID: 25296022),PMID: 25296022,"Next to basal body, microtubules plus end,adjacent to the apical plasma membrane",x,,,x,x
ENSG00000160401,cilia and flagella associated protein 157(CFAP157),CFAP157,,"Interacts with tubulin and CEP350, it targets proteins to the centrosome and is therefore required for ciliogenesis. Downstream efector of FOXJ1 that acts during spermiogenesis potentially suppressing the formation of supernumerary axonemes and ensures a correct ultrastructur (PMID: 27965440)",PMID: 27965440,Basal body,x,,,,x
ENSG00000156206,cilia and flagella associated protein 161(CFAP161),CFAP161,,Also called C15orf26. Studies in zebrafish suggest it is essential for cilia motility (PMID: 24094744),PMID: 24094744,No data?,,,,x,x
ENSG00000159079,cilia and flagella associated protein 298(CFAP298),CFAP298,615408,"Also known as C21orf59 or kur) Mutated in primary ciliary diskinesia and regulates dynein arm assembly required for motile cilia function (PMID: 24094744). Involved in cilia- associated developmental processes, recruitment of outer dynein arms required for initiating cilia motility. Studies suggest it has a role in the establishment of cilia polarity (PMID: 26904945)","PMID: 24094744, PMID: 26904945","Cytoplasm, basal body",x,,,,x
ENSG00000137691,cilia and flagella associated protein 300(CFAP300),CFAP300,618058,"(c11orf70) Involved in the cytoplasmic assembly, maturation, intraflagellar transport (IFT)-dependant assembly of axonemal dyneins required for cilia motility in multiciliated cells. Plays a role within protein folding and trafficking pathways required for the cytoplasmic preassembly of dynein arm motors and subsequent import into the motile ciliary axoneme (PMID: 29727692, PMID: 29727693)","PMID: 29727692, PMID: 29727693","Axoneme, cytoplasm.",x,,,,x
ENSG00000163001,cilia and flagella associated protein 36(CFAP36),CFAP36,,Interacts with Arl3 and may regulate its ciliary localisation and function (PMID: 26455799),PMID: 26455799,Transition zone.,x,,,,x
ENSG00000197748,cilia and flagella associated protein 43(CFAP43),CFAP43,617558,"Formation of flagellar axonemes during spermatogenesis. Contains WD repeat domains, which are highly enriched in the intraflagellar transport proteins of sperm flagella (PMID: 28552195). Essential for beating, but not rotating left-right organiser (LRO) or immotile cilia. Involved in the regulation of the beating frequency of tracheal cilia (PMID: 31884020)","PMID: 31884020, PMID: 28552195",Ciliary axoneme.,x,,,x,x
ENSG00000165164,cilia and flagella associated protein 47(CFAP47),CFAP47,,"Hemizygous mutations in CFAP47 can induce X-linked multiple morphological abnormalities of the flagella and asthenoteratozoospermia in humans and mice. Expressed in spermatozoa, but exact localisation not known (PMID: 33472045)",PMID: 33472045,No data,,,,x,
ENSG00000166596,cilia and flagella associated protein 52(CFAP52),CFAP52,,"Also called WDR16. Wdr16 can be considered a differentiation marker of kinocilia‐bearing cells. In the brain, it appears to be functionally related to water homeostasis or osmoregulation. It might be speculated that Wdr16 has some role in cilia-mediated cell polarity (PMID: 17394468). CFAP52 protein has been proposed to play a role in cilia-related signal transduction processes and","PMID: 17394468, PMID: 25469542, PMID: 32111882",Cytosol (kinocilia‐ bearing cells).,,x,,x,x
ENSG00000172361,cilia and flagella associated protein 53(CFAP53),CFAP53,614759,"Also called CCDC11. Assembly and function of primary and motile cilia, providing recruitment sites for proteins destined for the centrosome and cilium. Involved in left-right patterning and maintaining centriolar satellite organization of PCM- 1 and Cep290 at centriolar satellites (PMID: 26538025).","PMID: 26538025,",Centriolar satellites.,x,,,,x
ENSG00000188596,cilia and flagella associated protein 54(CFAP54),CFAP54,,"Member of C1d complex. CFAP54 is required C1d assembly mechanisms, therefor, it is necessary for proper assembly and motility of mammalian cilia and flagella. Role in spermatogenesis (PMID: 26224312)",PMID: 26224312,Central microtubule apparatus (axoneme).,x,,,,x
ENSG00000243710,cilia and flagella associated protein 57 (CFAP57),CFAP57,,"Also known as WDR65. Required for the asymmetric targeting of a subset of inner dynein arms in Chlamydomonas. In normal human nasal epithelial cells, CFAP57 localizes throughout the ciliary axoneme. Homozygous nonsense variant found in one PCD case (PMID: 32764743)",PMID: 32764743,Throughout the ciliary axoneme in human nasal epithelial cilia,x,,,x,
ENSG00000181378,cilia and flagella associated protein 65(CFAP65),CFAP65,,Biallelic mutations in CFAP65 lead to severe asthenoteratospermia due to acrosome hypoplasia and multiple malformations of the sperm flagella (PMID: 31413122; PMID: 31501240; PMID: 31571197),PMID: 31413122; PMID: 31501240,No data,,,,x,x
ENSG00000105792,cilia and flagella associated protein 69(CFAP69),CFAP69,617949,CFAP69 is necessary for flagellum assembly/stability. Mutations cause multiple morphological abnormalities of the flagella and primary male infertility (PMID: 29606301). Regulates olfactory transduction kinetics in the olfactory sensory neurons of mice (PMID: 28495971),"PMID: 29606301, PMID: 28495971",Midpiece of the sperm flagellum.,x,,,x,x
ENSG00000156042,cilia and flagella associated protein 70(CFAP70),CFAP70,,"Regulator component of the outer dynein arm in motile cilia and flagella, regulating ciliary motility and length (PMID: 30158508)",PMID: 30158508,Ciliary axoneme at the base of outer dynein arm.,x,,,x,x
ENSG00000112144,ciliogenesis associated kinase 1(CILK),CILK,,"Also known as ICK. Regulator of ciliary transport through regulation of BBS proteins and IFT-B localisation. Loss of ICK causes accumulation of IFT-A, IFT-B, and BBSome components at the ciliary tips. It is a Kif3a kinase essential for proper ciliogenesis (PMID: 24797473, PMID: 25243405). Involved in the negative control of ciliary length; abnormal ICK function results in the mislocalisation of key mediators for Shh (PMID: 24853502, PMID: 25243405). Anterograde tafficking of CILK is essential for retrograde IFT (PMID: 32732286)","PMID: 24797473, PMID: 24853502; PMID: 25243405; PMID: 32732286","Basal body, ciliary tip, nucleus.",x,,,,x
ENSG00000163507,cell proliferation regulating inhibitor of protein phosphatase 2A(CIP2A),CIP2A,,Promotes primary cilia disassembly through the activation of Aurora A kinase. Depletion increases ciliated cells and cilia length in retinal pigment epithelium cells. CIP2A enhances NEK2 kinase activity to facilitate centrosome separation. It plays a role in c-MYC stabilization and metabolic reprogramming toward the glycolytic pathway (PMID: 29491003),PMID: 29491003,Transition zone of primary cilia.,x,,,,
ENSG00000165376,claudin 2(CLDN2),CLDN2,,"Responsible for the Na+ and H2O permeability of the tight junctions and despite being a ciliary protein, it is not necessary for ciliogenesis. Claudin-2 is associated to acetylated α-tubulin (PMID: 22143774)",PMID: 22143774,Along the whole cilium.,x,,x,,x
ENSG00000163646,clarin 1(CLRN1),CLRN1,,"Regulation of localization of Pcdh15a to the apical aspect of hair cells, contributing to the assembly and/or function of the mechanotransduction apparatus. Clarin-2 constitutes a docking site for proteins destined for the cilium and may be a modulator during late ciliogenesis. Modulation of vesicle recycling, distribution and/or assembly of diverse components necessary for normal hair cell function. Mutations in the clarin-1 gene are associated with Usher syndrome type 3 (PMID: 25365995). Vesicle transport and stereocilia/synaptic development and/or maintenance (PMID: 19539019)","PMID: 25365995, PMID: 19539019",Stereocilia and below the cuticular plate in the transition zone ciliary subcompartment. Microtubules in UB/OC-1 cells.,x,,,x,
ENSG00000198515,cyclic nucleotide gated channel alpha 1(CNGA1),CNGA1,123825,Subunit of the cyclic nucleotide-gated (Cng) channel localised to the outer segment. Mutations in Cnga1 which have been associated with retinitis pigmentosa in humans (PMID: 25319694),PMID: 25319694,Outer segment plasma membrane. Rab11-positive recycling endosomes (mediated by Numb).,,x,,,x
